P,V,T
155.16877746582,4096,101.009635925293
155.177841186523,4096,101.007743835449
155.192840576172,4096,101.005241394043
155.213134765625,4096,101.00138092041
155.238861083984,4096,100.996589660645
155.270416259766,4096,100.991050720215
155.307495117188,4096,100.984321594238
155.350082397461,4096,100.976539611816
155.3984375,4096,100.967948913574
155.451889038086,4096,100.957893371582
155.511428833008,4096,100.947288513184
155.576583862305,4096,100.935508728027
155.647384643555,4096,100.922752380371
155.723785400391,4096,100.909019470215
155.806045532227,4096,100.89427947998
155.893630981445,4096,100.878326416016
155.987091064453,4096,100.861572265625
156.086410522461,4096,100.843719482422
156.191177368164,4096,100.824760437012
156.3017578125,4096,100.804779052734
156.418182373047,4096,100.783912658691
156.540298461914,4096,100.761878967285
156.668090820312,4096,100.738830566406
156.802017211914,4096,100.714714050293
156.941467285156,4096,100.689422607422
157.086898803711,4096,100.663185119629
157.238342285156,4096,100.635887145996
157.395721435547,4096,100.607612609863
157.559020996094,4096,100.578163146973
157.728286743164,4096,100.54759979248
157.903778076172,4096,100.51619720459
158.085006713867,4096,100.483337402344
158.27214050293,4096,100.449371337891
158.465805053711,4096,100.414520263672
158.665328979492,4096,100.378425598145
158.871047973633,4096,100.341194152832
159.082717895508,4096,100.302787780762
159.301193237305,4096,100.263557434082
159.525863647461,4096,100.223205566406
159.756607055664,4096,100.181495666504
159.993667602539,4096,100.138450622559
160.23713684082,4096,100.094444274902
160.487182617188,4096,100.049293518066
160.74365234375,4096,100.002906799316
161.006332397461,4096,99.9552612304688
161.275970458984,4096,99.906623840332
161.551788330078,4096,99.8565902709961
161.834625244141,4096,99.8055114746094
162.123825073242,4096,99.7530899047852
162.419891357422,4096,99.6994018554688
162.722473144531,4096,99.6446304321289
163.03205871582,4096,99.5885314941406
163.348678588867,4096,99.5313949584961
163.671508789062,4096,99.4725723266602
164.00163269043,4096,99.412841796875
164.338684082031,4096,99.3517456054688
164.68244934082,4096,99.2890014648438
165.033905029297,4096,99.2255859375
165.392135620117,4096,99.1603393554688
165.757858276367,4096,99.094123840332
166.130279541016,4096,99.0264587402344
166.510223388672,4096,98.9573440551758
166.897079467773,4096,98.8869323730469
167.291717529297,4096,98.8154373168945
167.693405151367,4096,98.7422714233398
168.102615356445,4096,98.6678695678711
168.519348144531,4096,98.5921630859375
168.943130493164,4096,98.5148315429688
169.374740600586,4096,98.436408996582
169.813858032227,4096,98.3563766479492
170.260604858398,4096,98.2748413085938
170.715560913086,4096,98.1921463012695
171.177719116211,4096,98.107795715332
171.647689819336,4096,98.022087097168
172.125579833984,4096,97.9350051879883
172.611083984375,4096,97.8463439941406
173.104568481445,4096,97.7563705444336
173.605926513672,4096,97.6648864746094
174.115005493164,4096,97.57177734375
174.632095336914,4096,97.477294921875
175.157241821289,4096,97.3811340332031
175.690521240234,4096,97.2836380004883
176.23161315918,4096,97.1848068237305
176.780502319336,4096,97.0841979980469
177.337539672852,4096,96.9821166992188
177.902786254883,4096,96.8785400390625
178.476089477539,4096,96.7734756469727
179.057708740234,4096,96.6669616699219
179.647567749023,4096,96.5587844848633
180.245529174805,4096,96.4489059448242
180.851959228516,4096,96.3378982543945
181.466567993164,4096,96.2251205444336
182.088760375977,4096,96.1106033325195
182.719924926758,4096,95.9946594238281
183.359268188477,4096,95.8772354125977
184.006759643555,4096,95.7583847045898
184.662048339844,4096,95.6376571655273
185.326034545898,4096,95.515495300293
185.998397827148,4096,95.391975402832
186.67839050293,4096,95.266716003418
187.366943359375,4096,95.1399459838867
188.063903808594,4096,95.0118637084961
188.768463134766,4096,94.8817520141602
189.481521606445,4096,94.7505264282227
190.202560424805,4096,94.6174621582031
190.931838989258,4096,94.4831161499023
191.668701171875,4096,94.3468856811523
192.414154052734,4096,94.2093276977539
193.167327880859,4096,94.0705795288086
193.928146362305,4096,93.929817199707
194.697250366211,4096,93.7879409790039
195.473815917969,4096,93.6443710327148
196.25813293457,4096,93.49951171875
197.050338745117,4096,93.3530578613281
197.849761962891,4096,93.205451965332
198.656066894531,4096,93.056037902832
199.470321655273,4096,92.9054260253906
200.291610717773,4096,92.7532653808594
201.120010375977,4096,92.6001052856445
201.955062866211,4096,92.4452514648438
202.797393798828,4096,92.2892532348633
203.646682739258,4096,92.1318435668945
204.502517700195,4096,91.9732666015625
205.365127563477,4096,91.8134078979492
206.233993530273,4096,91.6522216796875
207.109573364258,4096,91.4898910522461
207.990585327148,4096,91.3262252807617
208.878616333008,4096,91.1616592407227
209.77180480957,4096,90.9958190917969
210.67041015625,4096,90.8290023803711
211.574752807617,4096,90.6611557006836
212.484619140625,4096,90.492073059082
213.399032592773,4096,90.3220901489258
214.318908691406,4096,90.1513748168945
215.243026733398,4096,89.9794692993164
216.172134399414,4096,89.8069839477539
217.104995727539,4096,89.6331787109375
218.042678833008,4096,89.459114074707
218.983596801758,4096,89.284049987793
219.928421020508,4096,89.1081314086914
220.876525878906,4096,88.9315490722656
221.828277587891,4096,88.7546691894531
222.783187866211,4096,88.5768661499023
223.739822387695,4096,88.3987426757812
224.699325561523,4096,88.2200546264648
225.660171508789,4096,88.0409164428711
226.62370300293,4096,87.8615112304688
227.588272094727,4096,87.6818313598633
228.554183959961,4096,87.5016098022461
229.52278137207,4096,87.3213119506836
230.490524291992,4096,87.1407852172852
231.459747314453,4096,86.9602661132812
232.428298950195,4096,86.7795944213867
233.39794921875,4096,86.5990905761719
234.366775512695,4096,86.4182662963867
235.335250854492,4096,86.2377853393555
236.303115844727,4096,86.0573043823242
237.269973754883,4096,85.8772201538086
238.234649658203,4096,85.6973571777344
239.197906494141,4096,85.5178527832031
240.158615112305,4096,85.3387222290039
241.116775512695,4096,85.160026550293
242.072341918945,4096,84.981803894043
243.024887084961,4096,84.8043746948242
243.973281860352,4096,84.6274108886719
244.91828918457,4096,84.4508743286133
245.858993530273,4096,84.2754821777344
246.795852661133,4096,84.1007614135742
247.728408813477,4096,83.9269790649414
248.656143188477,4096,83.754035949707
249.57763671875,4096,83.5820617675781
250.494140625,4096,83.4112548828125
251.404800415039,4096,83.2414779663086
252.309280395508,4096,83.0729522705078
253.20686340332,4096,82.9055557250977
254.096603393555,4096,82.7396697998047
254.98046875,4096,82.5747680664062
255.857940673828,4096,82.4115600585938
256.726257324219,4096,82.249626159668
257.586059570312,4096,82.0892715454102
258.437805175781,4096,81.9305801391602
259.28173828125,4096,81.7734527587891
260.117065429688,4096,81.618034362793
260.942901611328,4096,81.4641799926758
261.758880615234,4096,81.3121948242188
262.565521240234,4096,81.1621398925781
263.362426757812,4096,81.0137710571289
264.149749755859,4096,80.867546081543
264.926483154297,4096,80.7230911254883
265.691741943359,4096,80.5807266235352
266.446380615234,4096,80.4404373168945
267.189971923828,4096,80.3023300170898
267.922119140625,4096,80.1662216186523
268.641998291016,4096,80.0324859619141
269.351165771484,4096,79.9009704589844
270.048797607422,4096,79.7714920043945
270.733734130859,4096,79.6444854736328
271.406646728516,4096,79.5199279785156
272.066864013672,4096,79.397590637207
272.713897705078,4096,79.277702331543
273.348480224609,4096,79.1603164672852
273.970397949219,4096,79.0454559326172
274.578857421875,4096,78.9329681396484
275.173492431641,4096,78.8230590820312
275.754272460938,4096,78.7158432006836
