0.0020087 -0.000386851 0.00320192 0 -0.00768944 -0.0114493 0.000784419 -4.90477 0 -4.90477 0 1 1 1 1
1.25131 1.25168 8.182e-05 0 0.00117523 0.00330075 0.00423053 -4.90391 0 -4.90391 0 1 1 1 1
1.25243 0.000461227 1.24998 0 -0.0030412 -0.0043718 -0.000545074 -4.89684 0 -4.89684 0 1 1 1 1
0.00136582 1.24947 1.25019 0 -0.00784918 0.00590505 0.00405912 -4.90789 0 -4.90789 0 1 1 1 1
1.87704 1.87628 1.87521 0 -0.00653958 -0.0267855 -0.00398627 -4.90288 0 -4.90288 0 1 1 1 1
1.87717 0.625978 0.623771 0 0.00521702 0.00764769 -0.000296 -4.90772 0 -4.90772 0 1 1 1 1
0.625999 1.87514 0.626265 0 -0.00481155 -0.00687329 -0.00627426 -4.91261 0 -4.91261 0 1 1 1 1
0.626154 0.625242 1.87549 0 0.0145904 0.015198 -0.00334078 -4.90945 0 -4.90945 0 1 1 1 1
0.000714911 0.00167121 2.50022 0 0.00133619 -0.00146275 -0.00115587 -4.90819 0 -4.90819 0 1 1 1 1
1.25261 1.24912 2.49955 0 -0.00618087 0.0082003 0.00507044 -4.90369 0 -4.90369 0 1 1 1 1
1.25163 0.0025965 3.74913 0 -0.00162346 0.000183475 -0.00213062 -4.92104 0 -4.92104 0 1 1 1 1
-0.00172379 1.2487 3.74856 0 0.00255544 0.0165088 0.000434714 -4.91196 0 -4.91196 0 1 1 1 1
1.87631 1.87516 4.37585 0 -0.00371918 0.0175669 0.00161827 -4.90057 0 -4.90057 0 1 1 1 1
1.87725 0.624783 3.12465 0 0.00399279 0.0164423 -0.0222898 -4.91799 0 -4.91799 0 1 1 1 1
0.624482 1.87323 3.1241 0 0.00552792 0.000828585 0.00164409 -4.88681 0 -4.88681 0 1 1 1 1
0.625297 0.626037 4.37285 0 -0.0141351 0.0139008 0.0111569 -4.91002 0 -4.91002 0 1 1 1 1
-0.000293775 0.000834221 4.99782 0 0.000240862 -0.00523311 0.00562142 -4.90425 0 -4.90425 0 1 1 1 1
1.25011 1.25012 4.99961 0 0.00493785 0.00573866 -0.00241427 -4.90382 0 -4.90382 0 1 1 1 1
1.24991 0.000354074 6.24985 0 0.0026448 -0.0104875 0.00335273 -4.90472 0 -4.90472 0 1 1 1 1
-0.00125258 1.24985 6.24918 0 -0.00331113 0.0057163 0.00195485 -4.90855 0 -4.90855 0 1 1 1 1
1.87451 1.8753 6.87525 0 0.0124219 0.00260524 0.0155441 -4.91274 0 -4.91274 0 1 1 1 1
1.8751 0.627081 5.62676 0 -0.000923556 -0.00885267 -0.00191012 -4.90665 0 -4.90665 0 1 1 1 1
0.622866 1.87505 5.62294 0 -0.00379408 -0.0189218 0.00406856 -4.91006 0 -4.91006 0 1 1 1 1
0.624795 0.625872 6.87431 0 -0.00597138 -0.00330279 -0.00328405 -4.91035 0 -4.91035 0 1 1 1 1
0.00122394 0.00110556 7.49946 0 0.00267434 -0.0039468 -0.00972976 -4.89919 0 -4.89919 0 1 1 1 1
1.24848 1.25129 7.50013 0 0.00198511 -0.00167908 0.0032346 -4.90404 0 -4.90404 0 1 1 1 1
1.25089 0.00162491 8.75071 0 0.0108763 -0.000290194 -0.00307157 -4.91292 0 -4.91292 0 1 1 1 1
0.000204621 1.25086 8.75256 0 -0.000848277 0.00984094 0.00315135 -4.89791 0 -4.89791 0 1 1 1 1
1.87461 1.8769 9.37372 0 -0.00406239 -0.00505216 0.00187332 -4.91535 0 -4.91535 0 1 1 1 1
1.87554 0.625925 8.12497 0 0.00217511 -0.0125345 -0.00187233 -4.90719 0 -4.90719 0 1 1 1 1
0.623447 1.87523 8.12546 0 -0.00140312 0.00252092 -0.00183359 -4.91263 0 -4.91263 0 1 1 1 1
0.626252 0.624048 9.37641 0 0.00641744 -0.0050124 -0.00414331 -4.90384 0 -4.90384 0 1 1 1 1
0.000255609 2.49869 0.000894716 0 -0.00700539 -0.00178732 0.00182801 -4.90142 0 -4.90142 0 1 1 1 1
1.24751 3.75014 0.00067919 0 0.00303568 0.00254381 0.00311623 -4.90071 0 -4.90071 0 1 1 1 1
1.25078 2.50028 1.25001 0 -0.0016403 -0.000259774 0.000459375 -4.90431 0 -4.90431 0 1 1 1 1
-0.00167562 3.75115 1.25174 0 0.00185095 -0.00550029 -0.00703792 -4.90613 0 -4.90613 0 1 1 1 1
1.87373 4.37512 1.87775 0 -0.00786212 -0.000180285 -0.0209916 -4.92441 0 -4.92441 0 1 1 1 1
1.87436 3.12661 0.625204 0 0.00218233 0.00522195 -0.00520666 -4.8986 0 -4.8986 0 1 1 1 1
0.623336 4.3759 0.627074 0 0.00303554 0.00990261 -0.00463221 -4.90831 0 -4.90831 0 1 1 1 1
0.624929 3.12605 1.87563 0 -0.00958846 -0.00460354 0.00194458 -4.89085 0 -4.89085 0 1 1 1 1
-0.00270395 2.50052 2.50128 0 0.00349904 -0.0109346 -0.00379382 -4.88894 0 -4.88894 0 1 1 1 1
1.25142 3.74904 2.50105 0 -0.00835332 -0.0096484 0.000898197 -4.91962 0 -4.91962 0 1 1 1 1
1.25075 2.50024 3.74967 0 0.000520353 -0.0120878 -0.00326746 -4.88214 0 -4.88214 0 1 1 1 1
-0.00370526 3.74708 3.74879 0 0.000119617 0.00276395 0.00175007 -4.91977 0 -4.91977 0 1 1 1 1
1.8755 4.37235 4.37509 0 0.00513962 0.0089834 -0.0150173 -4.89375 0 -4.89375 0 1 1 1 1
1.87683 3.12592 3.12475 0 -0.0143408 -0.00296004 0.0195026 -4.92465 0 -4.92465 0 1 1 1 1
0.623644 4.37283 3.12563 0 0.00252807 0.017952 -0.00585378 -4.89219 0 -4.89219 0 1 1 1 1
0.621088 3.12362 4.37433 0 0.0127885 -0.0172889 -0.0144365 -4.90781 0 -4.90781 0 1 1 1 1
-0.0021526 2.4975 4.9978 0 -0.00980568 -0.00244677 0.000908468 -4.9249 0 -4.9249 0 1 1 1 1
1.24742 3.74784 4.99925 0 0.00425604 0.00217098 -0.00217971 -4.90277 0 -4.90277 0 1 1 1 1
1.24791 2.49842 6.24974 0 -0.00369825 0.00241066 0.00174398 -4.90176 0 -4.90176 0 1 1 1 1
-0.00158983 3.74816 6.24773 0 -0.00119715 -0.00226003 0.0013216 -4.90142 0 -4.90142 0 1 1 1 1
1.87233 4.37537 6.87422 0 -0.00942284 0.0149705 -0.000563825 -4.90645 0 -4.90645 0 1 1 1 1
1.87337 3.12347 5.62409 0 0.0204271 -0.0166192 -0.0105206 -4.89399 0 -4.89399 0 1 1 1 1
0.622474 4.37325 5.6233 0 -0.00825112 0.0159264 0.0190869 -4.91788 0 -4.91788 0 1 1 1 1
0.621702 3.12364 6.87394 0 -0.0109762 0.00803055 0.00452278 -4.90397 0 -4.90397 0 1 1 1 1
-0.00282047 2.49849 7.50043 0 -0.000899851 -0.00350273 -0.00814682 -4.90516 0 -4.90516 0 1 1 1 1
1.24676 3.74944 7.4984 0 -0.00402097 0.00241461 -0.0032352 -4.89808 0 -4.89808 0 1 1 1 1
1.24778 2.50041 8.75006 0 -0.00397423 -0.00330389 0.00300002 -4.91067 0 -4.91067 0 1 1 1 1
-0.00241132 3.74906 8.75093 0 0.00212883 0.00640193 0.00533914 -4.9056 0 -4.9056 0 1 1 1 1
1.87186 4.37694 9.37487 0 -0.000622375 0.00234526 0.0107408 -4.89615 0 -4.89615 0 1 1 1 1
1.87231 3.12491 8.12362 0 0.00608788 -0.0107313 -0.00819112 -4.89987 0 -4.89987 0 1 1 1 1
0.621029 4.37518 8.12425 0 0.00848276 0.000984293 -0.000129887 -4.90304 0 -4.90304 0 1 1 1 1
0.623209 3.12538 9.37553 0 0.00708361 -0.00522763 0.00529078 -4.91139 0 -4.91139 0 1 1 1 1
-0.00153392 4.99992 0.00244035 0 0.000411463 -0.001344 0.00182508 -4.90791 0 -4.90791 0 1 1 1 1
1.24974 6.24888 0.00119729 0 0.0014115 -0.00238595 0.00560309 -4.90558 0 -4.90558 0 1 1 1 1
