vx,vy,vz,v
1.035941,-3.115130,5.926468,45.900234
-1.349879,2.825551,7.391256,64.436584
0.375415,1.855265,2.662022,10.669307
-1.961535,-3.212379,3.033695,23.370306
-0.226467,-4.825027,4.222625,41.162735
1.068099,2.804605,-1.075297,10.162910
1.124435,3.555171,-3.756962,28.018356
-1.942834,-3.727087,-3.423954,29.389240
-0.546207,-3.988110,-2.962191,24.977940
0.383817,2.704334,-6.855666,54.460892
0.411823,0.565444,3.816076,15.051760
-0.725965,3.169309,-5.408394,39.822277
-0.696344,2.512229,-5.489797,36.934063
-0.994881,3.046561,-2.907735,18.726250
-1.398834,-5.617994,-4.122547,50.513985
3.084227,5.540426,-3.939553,55.728848
-0.954796,4.338908,-1.586580,22.254993
2.539466,-3.428187,2.882351,26.509300
1.939584,0.917553,0.764254,5.187974
0.206528,2.278656,-0.340404,5.350801
-2.173194,-0.145589,4.581096,25.730412
-1.193885,-3.951484,3.397213,28.580645
-0.515070,2.988067,0.518051,9.462220
-2.754713,1.981816,0.066890,11.520515
0.771443,-4.412598,0.991105,21.048431
-2.255254,4.402234,0.160908,24.491722
-0.131326,2.829022,4.822767,31.279697
1.181266,3.577837,2.933468,22.801544
-2.740083,-3.605289,6.609627,64.193329
-1.351402,0.979519,2.482997,8.951022
-1.703075,1.834991,-8.329813,75.653442
-0.039424,2.140609,1.110936,5.817941
0.671490,-2.602893,8.553646,80.390816
-0.350059,1.738040,0.288435,3.226518
2.415093,-4.913436,5.134858,56.341293
-0.328632,-2.824902,-1.833708,11.450555
-0.274498,4.992303,-4.681043,46.910603
-1.207523,0.587448,3.567669,14.531468
-2.294621,-4.673461,-5.449241,56.800751
-1.449121,3.492173,-3.108193,23.956085
-0.314388,-4.032707,-5.092091,42.290958
-1.793653,-3.758455,-3.068661,26.759857
-3.069839,-3.853068,0.648927,24.691149
-1.799327,0.504031,-5.460711,33.310986
-2.047013,-4.196271,4.196607,39.410461
-0.065597,2.895820,-5.139916,34.808819
1.035951,2.540886,0.076361,7.535127
1.763783,-3.101418,0.252965,12.793715
0.647391,-4.306410,-2.291905,24.217113
-1.695419,3.649453,-4.046263,32.565197
-0.359332,-3.501676,-2.781149,20.125641
-0.582170,-2.512738,-1.250774,8.217208
-1.087630,5.010054,-0.330154,26.392576
3.979178,4.863927,-0.829511,40.179737
1.784618,2.993606,0.316435,12.246672
-0.517667,3.203355,-0.995751,11.520981
3.727591,3.523099,-3.213058,36.630901
-0.343246,-4.286345,0.271975,18.564541
0.739764,4.191441,0.255274,18.180593
-3.641381,3.094764,-3.068512,32.252987
5.619246,-3.828548,1.708328,49.152084
4.202709,-1.674657,-7.239527,72.877991
-0.839761,-1.517271,1.574254,5.485585
2.544666,-6.546857,1.470368,51.498646
-0.139933,2.082257,2.696063,11.624132
2.603632,-2.376422,0.170878,12.455479
2.526791,-4.614981,3.681937,41.239376
1.726832,-3.178935,4.708681,35.259254
0.121386,-4.349304,3.447246,30.814686
-1.257869,3.091312,-3.411232,22.774956
0.442423,-4.411067,-2.926077,28.215179
4.105208,-1.968139,3.676863,34.245628
1.233206,2.640925,1.793747,11.712811
2.345428,2.549865,-6.021653,48.263145
-2.708126,6.118220,-5.610763,76.247223
1.962327,-6.533791,-0.874733,47.306305
1.876459,5.059663,0.733659,29.659546
-1.646811,3.340384,-3.722597,27.727879
