Particles,Step,Potential,Kitetic,Total
512,3559,9.93249,2961.3,2971.23
512,3564,9.91856,2961.31,2971.23
512,3569,9.90428,2961.32,2971.23
512,3574,9.89031,2961.34,2971.23
512,3579,9.87642,2961.36,2971.23
512,3584,9.86285,2961.37,2971.23
512,3589,9.84896,2961.38,2971.23
512,3594,9.83496,2961.39,2971.23
512,3599,9.82102,2961.4,2971.23
512,3604,9.80741,2961.42,2971.23
512,3609,9.79355,2961.44,2971.23
512,3614,9.78062,2961.45,2971.23
512,3619,9.76697,2961.47,2971.23
512,3624,9.75294,2961.47,2971.23
512,3629,9.73957,2961.49,2971.23
512,3634,9.72552,2961.5,2971.23
512,3639,9.71229,2961.51,2971.23
512,3644,9.69892,2961.53,2971.23
512,3649,9.6857,2961.55,2971.24
512,3654,9.67262,2961.56,2971.23
512,3659,9.65903,2961.57,2971.23
512,3664,9.64553,2961.58,2971.23
512,3669,9.6321,2961.6,2971.23
512,3674,9.6191,2961.61,2971.23
512,3679,9.60604,2961.63,2971.23
512,3684,9.59295,2961.64,2971.24
512,3689,9.57967,2961.66,2971.24
512,3694,9.56671,2961.67,2971.23
512,3699,9.55391,2961.67,2971.23
512,3704,9.54071,2961.69,2971.23
512,3709,9.52746,2961.7,2971.23
512,3714,9.51444,2961.71,2971.23
512,3719,9.50183,2961.73,2971.23
512,3724,9.48906,2961.74,2971.23
512,3729,9.47647,2961.75,2971.23
512,3734,9.46353,2961.77,2971.23
512,3739,9.45072,2961.78,2971.23
512,3744,9.4377,2961.79,2971.23
512,3749,9.42515,2961.8,2971.23
512,3754,9.41239,2961.81,2971.23
512,3759,9.39995,2961.83,2971.23
512,3764,9.38742,2961.84,2971.23
512,3769,9.37469,2961.86,2971.23
512,3774,9.36211,2961.87,2971.23
512,3779,9.34968,2961.88,2971.23
512,3784,9.33734,2961.9,2971.23
512,3789,9.32538,2961.91,2971.23
512,3794,9.31295,2961.92,2971.23
512,3799,9.30013,2961.93,2971.23
512,3804,9.28751,2961.94,2971.23
512,3809,9.27531,2961.96,2971.23
512,3814,9.26337,2961.97,2971.23
512,3819,9.25146,2961.98,2971.23
512,3824,9.23898,2961.99,2971.23
512,3829,9.22694,2962,2971.23
512,3834,9.21447,2962.01,2971.23
512,3839,9.20212,2962.03,2971.23
512,3844,9.19054,2962.04,2971.23
512,3849,9.17877,2962.05,2971.23
512,3854,9.16702,2962.07,2971.23
512,3859,9.15478,2962.07,2971.23
512,3864,9.14262,2962.09,2971.24
512,3869,9.13033,2962.1,2971.23
512,3874,9.1188,2962.11,2971.23
512,3879,9.10691,2962.12,2971.23
512,3884,9.095,2962.13,2971.23
512,3889,9.08346,2962.15,2971.23
512,3894,9.07162,2962.16,2971.23
512,3899,9.06005,2962.17,2971.23
512,3904,9.04846,2962.18,2971.23
512,3909,9.03658,2962.19,2971.23
512,3914,9.02464,2962.2,2971.23
512,3919,9.01311,2962.22,2971.23
512,3924,9.00176,2962.23,2971.23
512,3929,8.99014,2962.24,2971.23
512,3934,8.9785,2962.25,2971.23
512,3939,8.96751,2962.26,2971.23
512,3944,8.95572,2962.27,2971.23
512,3949,8.9442,2962.28,2971.23
512,3954,8.933,2962.3,2971.23
512,3959,8.92144,2962.31,2971.23
512,3964,8.91033,2962.32,2971.23
512,3969,8.89909,2962.33,2971.23
512,3974,8.88759,2962.34,2971.22
512,3979,8.87648,2962.35,2971.23
512,3984,8.86479,2962.36,2971.23
512,3989,8.8537,2962.37,2971.23
512,3994,8.84266,2962.39,2971.23
512,3999,8.83181,2962.4,2971.24
512,4004,8.82087,2962.41,2971.23
512,4009,8.80969,2962.42,2971.23
512,4014,8.79855,2962.43,2971.23
512,4019,8.78728,2962.44,2971.23
512,4024,8.77611,2962.45,2971.23
512,4029,8.76545,2962.46,2971.22
512,4034,8.75442,2962.47,2971.23
512,4039,8.74377,2962.49,2971.23
512,4044,8.73269,2962.5,2971.23
512,4049,8.72193,2962.51,2971.23
512,4054,8.71092,2962.52,2971.23
512,4059,8.7,2962.53,2971.23
512,4064,8.68917,2962.54,2971.23
512,4069,8.67844,2962.55,2971.23
512,4074,8.66793,2962.56,2971.23
512,4079,8.65713,2962.58,2971.23
512,4084,8.6464,2962.59,2971.24
512,4089,8.63578,2962.6,2971.23
512,4094,8.62508,2962.61,2971.23
512,4099,8.61481,2962.62,2971.23
512,4104,8.60404,2962.62,2971.22
512,4109,8.59368,2962.63,2971.23
512,4114,8.58293,2962.64,2971.23
512,4119,8.57234,2962.65,2971.22
512,4124,8.56219,2962.67,2971.23
512,4129,8.55168,2962.68,2971.23
512,4134,8.54087,2962.69,2971.23
512,4139,8.53079,2962.7,2971.23
512,4144,8.52065,2962.71,2971.23
512,4149,8.50987,2962.72,2971.23
512,4154,8.49953,2962.72,2971.22
512,4159,8.48933,2962.74,2971.23
512,4164,8.47894,2962.74,2971.22
512,4169,8.46887,2962.76,2971.23
512,4174,8.4588,2962.77,2971.23
512,4179,8.44874,2962.79,2971.23
512,4184,8.43849,2962.79,2971.23
512,4189,8.42814,2962.8,2971.23
512,4194,8.41807,2962.81,2971.22
512,4199,8.408,2962.82,2971.23
512,4204,8.39808,2962.83,2971.23
512,4209,8.38791,2962.84,2971.23
512,4214,8.37783,2962.86,2971.24
512,4219,8.36785,2962.86,2971.23
512,4224,8.35778,2962.88,2971.23
512,4229,8.34794,2962.89,2971.24
512,4234,8.33815,2962.89,2971.23
512,4239,8.32811,2962.9,2971.23
512,4244,8.31813,2962.91,2971.22
512,4249,8.3085,2962.92,2971.23
512,4254,8.29879,2962.93,2971.22
512,4259,8.28887,2962.94,2971.23
512,4264,8.27868,2962.95,2971.23
512,4269,8.2692,2962.96,2971.23
512,4274,8.25933,2962.98,2971.23
512,4279,8.24988,2962.98,2971.23
512,4284,8.23976,2962.99,2971.23
512,4289,8.23006,2962.99,2971.22
512,4294,8.22063,2963,2971.22
512,4299,8.2109,2963.01,2971.22
512,4304,8.20163,2963.02,2971.23
512,4309,8.19209,2963.04,2971.23
512,4314,8.18242,2963.05,2971.23
512,4319,8.17264,2963.06,2971.23
512,4324,8.16319,2963.07,2971.23
512,4329,8.15343,2963.08,2971.23
512,4334,8.14388,2963.08,2971.23
512,4339,8.13499,2963.09,2971.23
512,4344,8.12536,2963.1,2971.23
512,4349,8.11639,2963.12,2971.23
512,4354,8.10689,2963.12,2971.23
512,4359,8.09733,2963.14,2971.23
512,4364,8.08763,2963.14,2971.23
512,4369,8.07823,2963.15,2971.23
512,4374,8.06917,2963.16,2971.23
512,4379,8.06,2963.17,2971.23
512,4384,8.05087,2963.18,2971.23
512,4389,8.04186,2963.19,2971.23
512,4394,8.03238,2963.19,2971.23
512,4399,8.02312,2963.21,2971.23
512,4404,8.01395,2963.22,2971.23
512,4409,8.00477,2963.22,2971.23
512,4414,7.99559,2963.24,2971.23
512,4419,7.98667,2963.24,2971.23
512,4424,7.97745,2963.26,2971.23
512,4429,7.96837,2963.27,2971.23
512,4434,7.95943,2963.27,2971.23
512,4439,7.95032,2963.28,2971.24
512,4444,7.9411,2963.29,2971.23
512,4449,7.93232,2963.3,2971.23
512,4454,7.92338,2963.31,2971.23
512,4459,7.91422,2963.32,2971.23
512,4464,7.90562,2963.32,2971.23
512,4469,7.89656,2963.33,2971.23
512,4474,7.88783,2963.34,2971.23
512,4479,7.87879,2963.36,2971.23
512,4484,7.86985,2963.36,2971.23
512,4489,7.86106,2963.37,2971.23
512,4494,7.85237,2963.38,2971.23
512,4499,7.84344,2963.39,2971.23
512,4504,7.83497,2963.4,2971.23
512,4509,7.82608,2963.4,2971.23
512,4514,7.81743,2963.41,2971.23
512,4519,7.80865,2963.42,2971.23
512,4524,7.7998,2963.43,2971.23
512,4529,7.79119,2963.44,2971.23
512,4534,7.78276,2963.45,2971.24
512,4539,7.77403,2963.46,2971.24
512,4544,7.7655,2963.47,2971.23
512,4549,7.75704,2963.48,2971.23
512,4554,7.74826,2963.48,2971.23
512,4559,7.73989,2963.49,2971.23
512,4564,7.73088,2963.5,2971.23
512,4569,7.72239,2963.51,2971.23
512,4574,7.71414,2963.52,2971.23
512,4579,7.70567,2963.52,2971.23
512,4584,7.69721,2963.54,2971.23
512,4589,7.68876,2963.54,2971.23
512,4594,7.68032,2963.55,2971.23
512,4599,7.67205,2963.56,2971.23
512,4604,7.66343,2963.57,2971.23
512,4609,7.65489,2963.57,2971.23
512,4614,7.64666,2963.58,2971.23
512,4619,7.63865,2963.58,2971.22
512,4624,7.63045,2963.6,2971.23
512,4629,7.62171,2963.6,2971.23
512,4634,7.6136,2963.61,2971.23
512,4639,7.60536,2963.63,2971.23
512,4644,7.59705,2963.63,2971.23
512,4649,7.58888,2963.64,2971.23
512,4654,7.5806,2963.65,2971.23
512,4659,7.57243,2963.65,2971.23
512,4664,7.56409,2963.67,2971.23
512,4669,7.5562,2963.67,2971.22
512,4674,7.54783,2963.67,2971.22
512,4679,7.54008,2963.68,2971.22
512,4684,7.53187,2963.69,2971.22
512,4689,7.52363,2963.7,2971.22
512,4694,7.51568,2963.71,2971.23
512,4699,7.50757,2963.72,2971.23
512,4704,7.49952,2963.73,2971.23
512,4709,7.49172,2963.74,2971.23
512,4714,7.4835,2963.74,2971.23
512,4719,7.47536,2963.76,2971.23
512,4724,7.46768,2963.76,2971.23
512,4729,7.45965,2963.76,2971.22
512,4734,7.45197,2963.77,2971.22
512,4739,7.44369,2963.78,2971.23
512,4744,7.43597,2963.79,2971.22
512,4749,7.42802,2963.8,2971.22
512,4754,7.42007,2963.81,2971.23
512,4759,7.41234,2963.82,2971.23
512,4764,7.40445,2963.83,2971.23
512,4769,7.3966,2963.84,2971.23
512,4774,7.38887,2963.84,2971.23
512,4779,7.38094,2963.85,2971.23
512,4784,7.37334,2963.86,2971.23
512,4789,7.36563,2963.86,2971.23
512,4794,7.35778,2963.87,2971.23
512,4799,7.35037,2963.88,2971.23
512,4804,7.34245,2963.88,2971.22
512,4809,7.33474,2963.9,2971.23
512,4814,7.32716,2963.9,2971.23
512,4819,7.31922,2963.91,2971.23
512,4824,7.31172,2963.92,2971.23
512,4829,7.30409,2963.94,2971.24
512,4834,7.29653,2963.94,2971.24
512,4839,7.28908,2963.94,2971.23
512,4844,7.28145,2963.95,2971.23
512,4849,7.27384,2963.96,2971.23
512,4854,7.26641,2963.96,2971.23
512,4859,7.25894,2963.97,2971.23
512,4864,7.25136,2963.97,2971.23
512,4869,7.24384,2963.98,2971.23
512,4874,7.23634,2963.99,2971.23
512,4879,7.22878,2964,2971.23
512,4884,7.22139,2964.01,2971.23
512,4889,7.21398,2964.02,2971.23
512,4894,7.20676,2964.03,2971.23
512,4899,7.19924,2964.03,2971.23
512,4904,7.19161,2964.04,2971.24
512,4909,7.18423,2964.05,2971.23
512,4914,7.17691,2964.05,2971.23
512,4919,7.16966,2964.06,2971.23
512,4924,7.16262,2964.06,2971.23
512,4929,7.15512,2964.07,2971.22
512,4934,7.14791,2964.08,2971.23
512,4939,7.1405,2964.09,2971.23
512,4944,7.13331,2964.09,2971.23
512,4949,7.12608,2964.11,2971.23
512,4954,7.11886,2964.12,2971.24
512,4959,7.11159,2964.13,2971.24
512,4964,7.10411,2964.13,2971.24
512,4969,7.09682,2964.14,2971.24
512,4974,7.08971,2964.14,2971.23
512,4979,7.08268,2964.15,2971.23
512,4984,7.07565,2964.15,2971.23
512,4989,7.0685,2964.16,2971.23
512,4994,7.06124,2964.17,2971.23
512,4999,7.05421,2964.17,2971.23
512,5004,7.04738,2964.18,2971.23
512,5009,7.04018,2964.19,2971.23
512,5014,7.03308,2964.2,2971.23
512,5019,7.02606,2964.21,2971.23
512,5024,7.01904,2964.21,2971.23
512,5029,7.012,2964.22,2971.23
512,5034,7.00488,2964.23,2971.23
512,5039,6.99796,2964.23,2971.23
512,5044,6.99089,2964.24,2971.23
512,5049,6.98423,2964.24,2971.22
512,5054,6.97705,2964.24,2971.22
512,5059,6.97022,2964.25,2971.23
512,5064,6.9632,2964.27,2971.23
512,5069,6.95604,2964.28,2971.23
512,5074,6.94927,2964.28,2971.23
512,5079,6.9422,2964.29,2971.23
512,5084,6.93516,2964.3,2971.23
512,5089,6.92871,2964.31,2971.24
512,5094,6.92213,2964.31,2971.24
512,5099,6.91527,2964.32,2971.24
512,5104,6.90842,2964.32,2971.23
512,5109,6.90156,2964.33,2971.23
512,5114,6.89475,2964.33,2971.23
512,5119,6.88774,2964.34,2971.22
512,5124,6.88113,2964.34,2971.22
512,5129,6.87452,2964.35,2971.23
512,5134,6.86757,2964.36,2971.23
512,5139,6.86091,2964.36,2971.23
512,5144,6.85418,2964.37,2971.23
512,5149,6.84745,2964.38,2971.22
512,5154,6.84068,2964.39,2971.23
512,5159,6.8342,2964.4,2971.23
512,5164,6.82735,2964.41,2971.23
512,5169,6.82072,2964.41,2971.23
512,5174,6.81425,2964.42,2971.23
512,5179,6.80757,2964.42,2971.23
512,5184,6.80098,2964.43,2971.23
512,5189,6.79436,2964.44,2971.23
512,5194,6.78793,2964.44,2971.23
512,5199,6.78139,2964.44,2971.23
512,5204,6.77487,2964.45,2971.22
512,5209,6.76818,2964.45,2971.22
512,5214,6.7618,2964.46,2971.22
512,5219,6.75527,2964.47,2971.22
512,5224,6.74861,2964.47,2971.22
512,5229,6.74201,2964.48,2971.23
512,5234,6.7354,2964.5,2971.23
512,5239,6.72917,2964.5,2971.23
512,5244,6.72253,2964.51,2971.23
512,5249,6.71626,2964.52,2971.23
512,5254,6.70989,2964.52,2971.23
512,5259,6.70335,2964.53,2971.23
512,5264,6.69704,2964.53,2971.23
512,5269,6.6906,2964.54,2971.23
512,5274,6.68434,2964.54,2971.22
512,5279,6.67778,2964.55,2971.22
512,5284,6.67154,2964.55,2971.22
512,5289,6.66527,2964.55,2971.22
512,5294,6.65901,2964.57,2971.22
512,5299,6.6528,2964.57,2971.23
512,5304,6.64632,2964.58,2971.23
512,5309,6.63983,2964.59,2971.23
512,5314,6.63351,2964.59,2971.23
512,5319,6.62718,2964.6,2971.23
512,5324,6.62117,2964.61,2971.23
512,5329,6.61475,2964.61,2971.23
512,5334,6.60879,2964.62,2971.23
512,5339,6.60251,2964.62,2971.22
512,5344,6.59622,2964.62,2971.22
512,5349,6.59,2964.63,2971.22
512,5354,6.58366,2964.64,2971.22
512,5359,6.57753,2964.64,2971.22
512,5364,6.57134,2964.65,2971.22
512,5369,6.56521,2964.65,2971.22
512,5374,6.55921,2964.66,2971.22
512,5379,6.55281,2964.67,2971.22
512,5384,6.54687,2964.68,2971.22
512,5389,6.54088,2964.68,2971.22
512,5394,6.53463,2964.69,2971.23
512,5399,6.52858,2964.7,2971.22
512,5404,6.52247,2964.7,2971.23
512,5409,6.51654,2964.71,2971.23
512,5414,6.51038,2964.72,2971.23
512,5419,6.50428,2964.72,2971.22
512,5424,6.49839,2964.73,2971.22
512,5429,6.49241,2964.73,2971.22
512,5434,6.48634,2964.73,2971.22
512,5439,6.48018,2964.74,2971.22
512,5444,6.47431,2964.74,2971.22
512,5449,6.46827,2964.75,2971.22
512,5454,6.46221,2964.76,2971.22
512,5459,6.45634,2964.77,2971.22
512,5464,6.45039,2964.77,2971.22
512,5469,6.44462,2964.78,2971.23
512,5474,6.4386,2964.79,2971.22
512,5479,6.4326,2964.79,2971.22
512,5484,6.42689,2964.8,2971.22
512,5489,6.42086,2964.8,2971.23
512,5494,6.41519,2964.81,2971.22
512,5499,6.40943,2964.81,2971.22
512,5504,6.40341,2964.82,2971.22
512,5509,6.39756,2964.82,2971.22
512,5514,6.39146,2964.83,2971.22
512,5519,6.38577,2964.84,2971.22
512,5524,6.37975,2964.84,2971.22
512,5529,6.37403,2964.85,2971.22
512,5534,6.3684,2964.86,2971.23
512,5539,6.3627,2964.86,2971.23
512,5544,6.35692,2964.87,2971.22
512,5549,6.35102,2964.87,2971.22
512,5554,6.34527,2964.88,2971.23
512,5559,6.33947,2964.89,2971.23
512,5564,6.3339,2964.89,2971.22
512,5569,6.32814,2964.89,2971.22
512,5574,6.32228,2964.9,2971.23
512,5579,6.31686,2964.91,2971.23
512,5584,6.31102,2964.91,2971.22
512,5589,6.30539,2964.92,2971.22
512,5594,6.29966,2964.92,2971.22
512,5599,6.294,2964.93,2971.22
512,5604,6.28841,2964.93,2971.22
512,5609,6.28266,2964.94,2971.23
512,5614,6.27726,2964.95,2971.23
512,5619,6.27155,2964.96,2971.23
512,5624,6.266,2964.96,2971.23
512,5629,6.26037,2964.97,2971.23
512,5634,6.25475,2964.97,2971.22
512,5639,6.24914,2964.98,2971.23
512,5644,6.24359,2964.98,2971.23
512,5649,6.23801,2964.99,2971.23
512,5654,6.23236,2964.99,2971.23
512,5659,6.22697,2965,2971.23
512,5664,6.22138,2965.01,2971.23
512,5669,6.21575,2965.01,2971.23
512,5674,6.21031,2965.02,2971.23
512,5679,6.20482,2965.02,2971.23
512,5684,6.19952,2965.03,2971.23
512,5689,6.19397,2965.03,2971.23
512,5694,6.18846,2965.04,2971.23
512,5699,6.18289,2965.04,2971.23
512,5704,6.17746,2965.05,2971.23
512,5709,6.17208,2965.06,2971.23
512,5714,6.16673,2965.06,2971.23
512,5719,6.16149,2965.07,2971.23
512,5724,6.15611,2965.08,2971.23
512,5729,6.15063,2965.08,2971.23
512,5734,6.14504,2965.09,2971.23
512,5739,6.1396,2965.09,2971.23
512,5744,6.13409,2965.1,2971.23
512,5749,6.1287,2965.11,2971.23
512,5754,6.12337,2965.11,2971.23
512,5759,6.11814,2965.11,2971.23
512,5764,6.11291,2965.12,2971.23
512,5769,6.10766,2965.13,2971.24
512,5774,6.10239,2965.13,2971.24
512,5779,6.09726,2965.14,2971.23
512,5784,6.09163,2965.14,2971.23
512,5789,6.08628,2965.15,2971.23
512,5794,6.08091,2965.16,2971.24
512,5799,6.07585,2965.16,2971.24
512,5804,6.07057,2965.17,2971.24
512,5809,6.06517,2965.17,2971.23
512,5814,6.06013,2965.17,2971.23
512,5819,6.05477,2965.18,2971.23
512,5824,6.04944,2965.19,2971.24
512,5829,6.04422,2965.19,2971.23
512,5834,6.03914,2965.19,2971.23
512,5839,6.03408,2965.2,2971.23
512,5844,6.02884,2965.21,2971.23
512,5849,6.02372,2965.21,2971.24
512,5854,6.01845,2965.22,2971.24
512,5859,6.01334,2965.22,2971.23
512,5864,6.00799,2965.23,2971.24
512,5869,6.0029,2965.23,2971.24
512,5874,5.99787,2965.24,2971.23
512,5879,5.99257,2965.24,2971.23
512,5884,5.98727,2965.25,2971.23
512,5889,5.9822,2965.26,2971.24
512,5894,5.97724,2965.27,2971.24
512,5899,5.97227,2965.27,2971.24
512,5904,5.96723,2965.27,2971.24
512,5909,5.96222,2965.28,2971.24
512,5914,5.95707,2965.28,2971.24
512,5919,5.95192,2965.29,2971.24
512,5924,5.94686,2965.29,2971.24
512,5929,5.94174,2965.3,2971.24
512,5934,5.93682,2965.3,2971.24
512,5939,5.93184,2965.3,2971.24
512,5944,5.92687,2965.31,2971.24
512,5949,5.92186,2965.31,2971.24
512,5954,5.91684,2965.32,2971.23
512,5959,5.91177,2965.32,2971.23
512,5964,5.90692,2965.33,2971.23
512,5969,5.90169,2965.33,2971.23
512,5974,5.89677,2965.34,2971.24
512,5979,5.89176,2965.35,2971.24
512,5984,5.88682,2965.35,2971.23
512,5989,5.88198,2965.35,2971.23
512,5994,5.87709,2965.36,2971.24
512,5999,5.87201,2965.37,2971.24
512,6004,5.8672,2965.37,2971.24
512,6009,5.86242,2965.38,2971.24
512,6014,5.85754,2965.38,2971.24
512,6019,5.85241,2965.39,2971.24
512,6024,5.84763,2965.39,2971.24
512,6029,5.84286,2965.39,2971.24
512,6034,5.83795,2965.4,2971.24
512,6039,5.83316,2965.4,2971.24
512,6044,5.8283,2965.41,2971.24
512,6049,5.8234,2965.41,2971.24
512,6054,5.81853,2965.42,2971.23
512,6059,5.81365,2965.42,2971.23
512,6064,5.80869,2965.43,2971.23
512,6069,5.80393,2965.43,2971.24
512,6074,5.79908,2965.44,2971.24
512,6079,5.79432,2965.45,2971.24
512,6084,5.78965,2965.45,2971.24
512,6089,5.78489,2965.45,2971.24
512,6094,5.78004,2965.46,2971.24
512,6099,5.77538,2965.47,2971.25
512,6104,5.77067,2965.47,2971.25
512,6109,5.76579,2965.48,2971.24
512,6114,5.76118,2965.48,2971.24
512,6119,5.75674,2965.49,2971.24
512,6124,5.75164,2965.49,2971.24
512,6129,5.74684,2965.49,2971.24
512,6134,5.74216,2965.5,2971.24
512,6139,5.73728,2965.5,2971.24
512,6144,5.73269,2965.51,2971.24
512,6149,5.72803,2965.51,2971.24
512,6154,5.72345,2965.51,2971.23
512,6159,5.71874,2965.52,2971.24
512,6164,5.71429,2965.52,2971.24
512,6169,5.7096,2965.53,2971.24
512,6174,5.70492,2965.53,2971.23
512,6179,5.70014,2965.53,2971.23
512,6184,5.69553,2965.54,2971.24
512,6189,5.69084,2965.55,2971.24
512,6194,5.68637,2965.55,2971.24
512,6199,5.68153,2965.56,2971.24
512,6204,5.67705,2965.56,2971.24
512,6209,5.67248,2965.57,2971.24
512,6214,5.66797,2965.58,2971.24
512,6219,5.66336,2965.58,2971.24
512,6224,5.65867,2965.58,2971.24
512,6229,5.6542,2965.58,2971.24
512,6234,5.6497,2965.59,2971.24
512,6239,5.64509,2965.59,2971.23
512,6244,5.64065,2965.59,2971.23
512,6249,5.63604,2965.6,2971.24
512,6254,5.63138,2965.6,2971.23
512,6259,5.62706,2965.6,2971.23
512,6264,5.62239,2965.61,2971.23
512,6269,5.61787,2965.61,2971.23
512,6274,5.61334,2965.62,2971.23
512,6279,5.60899,2965.62,2971.23
512,6284,5.60447,2965.63,2971.23
512,6289,5.59987,2965.63,2971.23
512,6294,5.59553,2965.64,2971.24
512,6299,5.59097,2965.64,2971.24
512,6304,5.58652,2965.65,2971.23
512,6309,5.58221,2965.66,2971.24
512,6314,5.57777,2965.66,2971.24
512,6319,5.57324,2965.66,2971.24
512,6324,5.56868,2965.67,2971.24
512,6329,5.56429,2965.67,2971.24
512,6334,5.55995,2965.67,2971.23
512,6339,5.55568,2965.68,2971.24
512,6344,5.55109,2965.69,2971.24
512,6349,5.54652,2965.69,2971.24
512,6354,5.54226,2965.69,2971.24
512,6359,5.5379,2965.7,2971.24
512,6364,5.53375,2965.7,2971.24
512,6369,5.5294,2965.71,2971.23
512,6374,5.52497,2965.71,2971.23
512,6379,5.52068,2965.71,2971.23
512,6384,5.51634,2965.72,2971.23
512,6389,5.51185,2965.72,2971.23
512,6394,5.5075,2965.73,2971.23
512,6399,5.5032,2965.73,2971.23
512,6404,5.49875,2965.74,2971.24
512,6409,5.49457,2965.74,2971.23
512,6414,5.49025,2965.74,2971.23
512,6419,5.48598,2965.75,2971.23
512,6424,5.48169,2965.75,2971.23
512,6429,5.47741,2965.75,2971.23
512,6434,5.47304,2965.76,2971.23
512,6439,5.46883,2965.76,2971.23
512,6444,5.46436,2965.77,2971.23
512,6449,5.46032,2965.77,2971.23
512,6454,5.45608,2965.78,2971.23
512,6459,5.45168,2965.78,2971.23
512,6464,5.44747,2965.78,2971.23
512,6469,5.44328,2965.79,2971.23
512,6474,5.43929,2965.79,2971.23
512,6479,5.43504,2965.8,2971.23
512,6484,5.43088,2965.8,2971.23
512,6489,5.42651,2965.8,2971.23
512,6494,5.42255,2965.8,2971.23
512,6499,5.41812,2965.81,2971.23
512,6504,5.41392,2965.81,2971.23
512,6509,5.40985,2965.82,2971.23
512,6514,5.40542,2965.82,2971.23
512,6519,5.40125,2965.82,2971.23
512,6524,5.39714,2965.83,2971.23
512,6529,5.39291,2965.83,2971.23
512,6534,5.38882,2965.84,2971.23
512,6539,5.38467,2965.85,2971.23
512,6544,5.38069,2965.85,2971.23
512,6549,5.37644,2965.85,2971.23
512,6554,5.3725,2965.86,2971.23
512,6559,5.3684,2965.87,2971.23
512,6564,5.36422,2965.87,2971.24
512,6569,5.36013,2965.88,2971.24
512,6574,5.35593,2965.88,2971.23
512,6579,5.35191,2965.88,2971.23
512,6584,5.34782,2965.88,2971.23
512,6589,5.3437,2965.88,2971.23
512,6594,5.33974,2965.89,2971.23
512,6599,5.33577,2965.89,2971.23
512,6604,5.33143,2965.89,2971.23
512,6609,5.32742,2965.9,2971.23
512,6614,5.32323,2965.91,2971.23
512,6619,5.31927,2965.91,2971.23
512,6624,5.31528,2965.91,2971.23
512,6629,5.31135,2965.92,2971.23
512,6634,5.30727,2965.92,2971.23
512,6639,5.30328,2965.92,2971.23
512,6644,5.29936,2965.93,2971.23
512,6649,5.29529,2965.93,2971.23
512,6654,5.29127,2965.94,2971.23
512,6659,5.28723,2965.94,2971.22
512,6664,5.28318,2965.94,2971.23
512,6669,5.27926,2965.95,2971.23
512,6674,5.27534,2965.95,2971.23
512,6679,5.27113,2965.95,2971.22
512,6684,5.26738,2965.96,2971.23
512,6689,5.26341,2965.96,2971.23
512,6694,5.25946,2965.97,2971.23
512,6699,5.25558,2965.97,2971.22
512,6704,5.25174,2965.97,2971.22
512,6709,5.24779,2965.97,2971.22
512,6714,5.24388,2965.97,2971.22
512,6719,5.23992,2965.98,2971.22
512,6724,5.23595,2965.99,2971.23
512,6729,5.23196,2966,2971.23
512,6734,5.22814,2966,2971.23
512,6739,5.22414,2966,2971.23
512,6744,5.22025,2966.01,2971.23
512,6749,5.21645,2966.01,2971.23
512,6754,5.21237,2966.02,2971.23
512,6759,5.20874,2966.02,2971.23
512,6764,5.2048,2966.03,2971.23
512,6769,5.20094,2966.03,2971.23
512,6774,5.19719,2966.03,2971.23
512,6779,5.19315,2966.03,2971.23
512,6784,5.18923,2966.04,2971.23
512,6789,5.18543,2966.04,2971.23
512,6794,5.18151,2966.04,2971.22
512,6799,5.17778,2966.04,2971.22
512,6804,5.174,2966.05,2971.22
512,6809,5.17022,2966.05,2971.22
512,6814,5.16656,2966.06,2971.22
512,6819,5.16279,2966.07,2971.23
512,6824,5.15894,2966.07,2971.23
512,6829,5.15494,2966.07,2971.23
512,6834,5.1513,2966.08,2971.23
512,6839,5.14761,2966.08,2971.23
512,6844,5.14366,2966.08,2971.23
512,6849,5.1397,2966.09,2971.23
512,6854,5.136,2966.09,2971.23
512,6859,5.13216,2966.09,2971.22
512,6864,5.12851,2966.09,2971.22
512,6869,5.12476,2966.1,2971.22
512,6874,5.12113,2966.11,2971.23
512,6879,5.11738,2966.11,2971.23
512,6884,5.11357,2966.11,2971.23
512,6889,5.10983,2966.12,2971.23
512,6894,5.1062,2966.12,2971.23
512,6899,5.10242,2966.13,2971.23
512,6904,5.09879,2966.13,2971.23
512,6909,5.0951,2966.13,2971.23
512,6914,5.09151,2966.13,2971.23
512,6919,5.08762,2966.14,2971.22
512,6924,5.08388,2966.14,2971.22
512,6929,5.0804,2966.14,2971.22
512,6934,5.07665,2966.14,2971.22
512,6939,5.07281,2966.15,2971.22
512,6944,5.06908,2966.15,2971.22
512,6949,5.06546,2966.16,2971.22
512,6954,5.06193,2966.16,2971.22
512,6959,5.05833,2966.16,2971.22
512,6964,5.05465,2966.17,2971.22
512,6969,5.05101,2966.17,2971.22
512,6974,5.04725,2966.17,2971.22
512,6979,5.04365,2966.18,2971.22
512,6984,5.04002,2966.18,2971.22
512,6989,5.03628,2966.19,2971.23
512,6994,5.03281,2966.19,2971.23
512,6999,5.02918,2966.2,2971.23
512,7004,5.02572,2966.2,2971.22
512,7009,5.02205,2966.2,2971.22
512,7014,5.01855,2966.2,2971.22
512,7019,5.0149,2966.21,2971.22
512,7024,5.01123,2966.21,2971.22
512,7029,5.00756,2966.21,2971.22
512,7034,5.00403,2966.22,2971.22
512,7039,5.00053,2966.22,2971.22
512,7044,4.99701,2966.22,2971.22
512,7049,4.99342,2966.22,2971.22
512,7054,4.98985,2966.23,2971.22
