P,V,T
209.422210693359,512,97.8368835449219
209.477203369141,512,97.8268508911133
209.542388916016,512,97.8149108886719
209.617782592773,512,97.8010787963867
209.703521728516,512,97.7853088378906
209.799835205078,512,97.7676467895508
209.906524658203,512,97.748046875
210.023498535156,512,97.7264099121094
210.150985717773,512,97.7028579711914
210.289184570312,512,97.677490234375
210.437622070312,512,97.6501083374023
210.596160888672,512,97.6206970214844
210.765625,512,97.5894241333008
210.945541381836,512,97.5559921264648
211.136199951172,512,97.5207824707031
211.337600708008,512,97.4834671020508
211.549362182617,512,97.444206237793
211.771789550781,512,97.4028625488281
212.005065917969,512,97.3595886230469
212.248809814453,512,97.3142318725586
212.503387451172,512,97.2668838500977
212.768768310547,512,97.2174072265625
213.045364379883,512,97.1659622192383
213.332870483398,512,97.112434387207
213.631622314453,512,97.0568618774414
213.941772460938,512,96.9991989135742
214.262847900391,512,96.9395446777344
214.594818115234,512,96.8777465820312
214.937652587891,512,96.8138656616211
215.29167175293,512,96.7478256225586
215.656707763672,512,96.6797409057617
216.032897949219,512,96.6094970703125
216.420745849609,512,96.5371780395508
216.81999206543,512,96.4627151489258
217.231048583984,512,96.3861694335938
217.653259277344,512,96.3074035644531
218.0869140625,512,96.2265701293945
218.531555175781,512,96.1435012817383
218.987854003906,512,96.0583190917969
219.455657958984,512,95.9709167480469
219.935089111328,512,95.8814010620117
220.425857543945,512,95.7897415161133
220.927978515625,512,95.69580078125
221.441284179688,512,95.5997009277344
221.966644287109,512,95.5014724731445
222.503601074219,512,95.4010696411133
223.051940917969,512,95.2984008789062
223.612121582031,512,95.1936264038086
224.183212280273,512,95.0866394042969
224.765975952148,512,94.9773864746094
225.360595703125,512,94.8660202026367
225.966766357422,512,94.7523880004883
226.584609985352,512,94.6366882324219
227.2138671875,512,94.5187072753906
227.855102539062,512,94.398551940918
228.508087158203,512,94.2762222290039
229.172515869141,512,94.1517562866211
229.847564697266,512,94.0250930786133
230.533782958984,512,93.8962020874023
231.232025146484,512,93.7652282714844
231.941314697266,512,93.6321105957031
232.661178588867,512,93.496826171875
233.392700195312,512,93.3594589233398
234.135482788086,512,93.219970703125
234.889312744141,512,93.0783462524414
235.653411865234,512,92.9346313476562
236.428924560547,512,92.7888412475586
237.215972900391,512,92.6410751342773
238.013290405273,512,92.4912109375
238.8203125,512,92.3393478393555
239.637832641602,512,92.1854858398438
240.465606689453,512,92.0297317504883
241.302856445312,512,91.8719253540039
242.150146484375,512,91.7122421264648
243.008087158203,512,91.5507125854492
243.876037597656,512,91.3872604370117
244.753646850586,512,91.221923828125
245.640258789062,512,91.0549392700195
246.536437988281,512,90.885986328125
247.442077636719,512,90.715446472168
248.356674194336,512,90.5431213378906
249.279663085938,512,90.3692245483398
250.210464477539,512,90.1936645507812
251.150314331055,512,90.0165100097656
252.098175048828,512,89.8378524780273
253.052703857422,512,89.6576766967773
254.014846801758,512,89.4760131835938
254.983657836914,512,89.29296875
255.959259033203,512,89.1086044311523
256.941833496094,512,88.9229431152344
257.931579589844,512,88.7360534667969
258.928070068359,512,88.547966003418
259.929870605469,512,88.358772277832
260.937774658203,512,88.1684188842773
261.950134277344,512,87.9770278930664
262.966918945312,512,87.7847595214844
263.988372802734,512,87.5916213989258
265.014282226562,512,87.3976135253906
266.045074462891,512,87.2028427124023
267.079681396484,512,87.0074081420898
268.116149902344,512,86.8113098144531
269.15625,512,86.6146545410156
270.198394775391,512,86.4174575805664
271.242858886719,512,86.2199096679688
272.28955078125,512,86.0220108032227
273.335998535156,512,85.8237991333008
274.38525390625,512,85.62548828125
275.433258056641,512,85.4269027709961
276.482177734375,512,85.2283935546875
277.531066894531,512,85.0298690795898
278.578216552734,512,84.8315048217773
279.625152587891,512,84.6332626342773
280.670684814453,512,84.4353408813477
281.714416503906,512,84.2377700805664
282.755981445312,512,84.0405960083008
283.793792724609,512,83.8439712524414
284.828643798828,512,83.6478958129883
285.85888671875,512,83.4525375366211
286.886840820312,512,83.2578659057617
287.910552978516,512,83.0641403198242
288.9287109375,512,82.8712692260742
289.940185546875,512,82.6794052124023
290.947204589844,512,82.4886245727539
291.948608398438,512,82.2989807128906
292.943237304688,512,82.1106033325195
293.931701660156,512,81.9235687255859
294.912078857422,512,81.7378921508789
295.883544921875,512,81.5537109375
296.847717285156,512,81.3711929321289
297.802062988281,512,81.1900939941406
298.7490234375,512,81.0108184814453
299.685852050781,512,80.8333053588867
300.613189697266,512,80.6576385498047
301.529602050781,512,80.4839630126953
302.436096191406,512,80.3121643066406
303.33154296875,512,80.1425476074219
304.216857910156,512,79.9750900268555
305.089874267578,512,79.8097610473633
305.950103759766,512,79.6466903686523
306.799072265625,512,79.4860076904297
307.635284423828,512,79.3277206420898
308.458557128906,512,79.1718902587891
309.268432617188,512,79.0185699462891
310.065002441406,512,78.8679275512695
310.846496582031,512,78.7198257446289
311.615112304688,512,78.5744018554688
312.368499755859,512,78.431770324707
313.107971191406,512,78.2919616699219
313.831634521484,512,78.1549301147461
314.540740966797,512,78.0208511352539
315.234100341797,512,77.8896713256836
315.911193847656,512,77.7615280151367
316.573883056641,512,77.636360168457
317.219299316406,512,77.5143661499023
317.848999023438,512,77.3953475952148
318.463684082031,512,77.2795562744141
319.059509277344,512,77.1669387817383
319.638732910156,512,77.0575180053711
320.200653076172,512,76.9513473510742
320.746398925781,512,76.8484191894531
321.274017333984,512,76.7488632202148
321.78515625,512,76.6526107788086
322.277709960938,512,76.5597229003906
322.753356933594,512,76.4701614379883
323.210174560547,512,76.3840408325195
